id,name,slug,generation,region,type,type2,tier,assigned_move,assigned_move_type,assignment_reason,sfx_file,sfx_bytes,source_move_file
808,Meltan,meltan,7,Alola,steel,,1,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-7-alola/0808_meltan__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
809,Melmetal,melmetal,7,Alola,steel,,1,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-7-alola/0809_melmetal__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
810,Grookey,grookey,8,Galar-Hisui,grass,,1,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-8-galar-hisui/0810_grookey__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
811,Thwackey,thwackey,8,Galar-Hisui,grass,,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-8-galar-hisui/0811_thwackey__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
812,Rillaboom,rillaboom,8,Galar-Hisui,grass,,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-8-galar-hisui/0812_rillaboom__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
813,Scorbunny,scorbunny,8,Galar-Hisui,fire,,1,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-8-galar-hisui/0813_scorbunny__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
814,Raboot,raboot,8,Galar-Hisui,fire,,2,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-8-galar-hisui/0814_raboot__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
815,Cinderace,cinderace,8,Galar-Hisui,fire,,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-8-galar-hisui/0815_cinderace__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
816,Sobble,sobble,8,Galar-Hisui,water,,1,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-8-galar-hisui/0816_sobble__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
817,Drizzile,drizzile,8,Galar-Hisui,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-8-galar-hisui/0817_drizzile__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
818,Inteleon,inteleon,8,Galar-Hisui,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-8-galar-hisui/0818_inteleon__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
819,Skwovet,skwovet,8,Galar-Hisui,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-8-galar-hisui/0819_skwovet__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
820,Greedent,greedent,8,Galar-Hisui,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-8-galar-hisui/0820_greedent__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
821,Rookidee,rookidee,8,Galar-Hisui,flying,,2,Brave Bird,flying,type-preferred:flying,pokemon-sfx-by-species/gen-8-galar-hisui/0821_rookidee__brave-bird.ogg,2846,attack-move-sfx-compressed/flying/brave-bird.ogg
822,Corvisquire,corvisquire,8,Galar-Hisui,flying,,3,Brave Bird,flying,type-preferred:flying,pokemon-sfx-by-species/gen-8-galar-hisui/0822_corvisquire__brave-bird.ogg,2846,attack-move-sfx-compressed/flying/brave-bird.ogg
823,Corviknight,corviknight,8,Galar-Hisui,flying,steel,2,Brave Bird,flying,type-preferred:flying,pokemon-sfx-by-species/gen-8-galar-hisui/0823_corviknight__brave-bird.ogg,2846,attack-move-sfx-compressed/flying/brave-bird.ogg
824,Blipbug,blipbug,8,Galar-Hisui,bug,,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-8-galar-hisui/0824_blipbug__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
825,Dottler,dottler,8,Galar-Hisui,bug,psychic,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-8-galar-hisui/0825_dottler__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
826,Orbeetle,orbeetle,8,Galar-Hisui,bug,psychic,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-8-galar-hisui/0826_orbeetle__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
827,Nickit,nickit,8,Galar-Hisui,dark,,2,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-8-galar-hisui/0827_nickit__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
828,Thievul,thievul,8,Galar-Hisui,dark,,3,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-8-galar-hisui/0828_thievul__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
829,Gossifleur,gossifleur,8,Galar-Hisui,grass,,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-8-galar-hisui/0829_gossifleur__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
830,Eldegoss,eldegoss,8,Galar-Hisui,grass,,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-8-galar-hisui/0830_eldegoss__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
831,Wooloo,wooloo,8,Galar-Hisui,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-8-galar-hisui/0831_wooloo__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
832,Dubwool,dubwool,8,Galar-Hisui,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-8-galar-hisui/0832_dubwool__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
833,Chewtle,chewtle,8,Galar-Hisui,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-8-galar-hisui/0833_chewtle__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
834,Drednaw,drednaw,8,Galar-Hisui,water,rock,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-8-galar-hisui/0834_drednaw__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
835,Yamper,yamper,8,Galar-Hisui,electric,,2,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-8-galar-hisui/0835_yamper__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
836,Boltund,boltund,8,Galar-Hisui,electric,,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-8-galar-hisui/0836_boltund__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
837,Rolycoly,rolycoly,8,Galar-Hisui,rock,,2,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-8-galar-hisui/0837_rolycoly__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
838,Carkol,carkol,8,Galar-Hisui,rock,fire,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-8-galar-hisui/0838_carkol__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
839,Coalossal,coalossal,8,Galar-Hisui,rock,fire,2,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-8-galar-hisui/0839_coalossal__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
840,Applin,applin,8,Galar-Hisui,grass,dragon,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-8-galar-hisui/0840_applin__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
841,Flapple,flapple,8,Galar-Hisui,grass,dragon,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-8-galar-hisui/0841_flapple__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
842,Appletun,appletun,8,Galar-Hisui,grass,dragon,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-8-galar-hisui/0842_appletun__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
843,Silicobra,silicobra,8,Galar-Hisui,ground,,2,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-8-galar-hisui/0843_silicobra__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
844,Sandaconda,sandaconda,8,Galar-Hisui,ground,,3,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-8-galar-hisui/0844_sandaconda__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
845,Cramorant,cramorant,8,Galar-Hisui,flying,water,2,Brave Bird,flying,type-preferred:flying,pokemon-sfx-by-species/gen-8-galar-hisui/0845_cramorant__brave-bird.ogg,2846,attack-move-sfx-compressed/flying/brave-bird.ogg
846,Arrokuda,arrokuda,8,Galar-Hisui,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-8-galar-hisui/0846_arrokuda__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
847,Barraskewda,barraskewda,8,Galar-Hisui,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-8-galar-hisui/0847_barraskewda__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
848,Toxel,toxel,8,Galar-Hisui,electric,poison,2,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-8-galar-hisui/0848_toxel__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
849,Toxtricity,toxtricity,8,Galar-Hisui,electric,poison,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-8-galar-hisui/0849_toxtricity__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
850,Sizzlipede,sizzlipede,8,Galar-Hisui,fire,bug,2,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-8-galar-hisui/0850_sizzlipede__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
851,Centiskorch,centiskorch,8,Galar-Hisui,fire,bug,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-8-galar-hisui/0851_centiskorch__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
852,Clobbopus,clobbopus,8,Galar-Hisui,fighting,,2,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-8-galar-hisui/0852_clobbopus__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
853,Grapploct,grapploct,8,Galar-Hisui,fighting,,3,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-8-galar-hisui/0853_grapploct__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
854,Sinistea,sinistea,8,Galar-Hisui,ghost,,2,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-8-galar-hisui/0854_sinistea__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
855,Polteageist,polteageist,8,Galar-Hisui,ghost,,3,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-8-galar-hisui/0855_polteageist__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
856,Hatenna,hatenna,8,Galar-Hisui,psychic,,2,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-8-galar-hisui/0856_hatenna__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
857,Hattrem,hattrem,8,Galar-Hisui,psychic,,3,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-8-galar-hisui/0857_hattrem__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
858,Hatterene,hatterene,8,Galar-Hisui,psychic,fairy,2,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-8-galar-hisui/0858_hatterene__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
859,Impidimp,impidimp,8,Galar-Hisui,dark,fairy,3,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-8-galar-hisui/0859_impidimp__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
860,Morgrem,morgrem,8,Galar-Hisui,dark,fairy,2,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-8-galar-hisui/0860_morgrem__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
861,Grimmsnarl,grimmsnarl,8,Galar-Hisui,dark,fairy,3,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-8-galar-hisui/0861_grimmsnarl__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
862,Obstagoon,obstagoon,8,Galar-Hisui,dark,normal,3,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-8-galar-hisui/0862_obstagoon__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
863,Perrserker,perrserker,8,Galar-Hisui,steel,,3,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-8-galar-hisui/0863_perrserker__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
864,Cursola,cursola,8,Galar-Hisui,ghost,,3,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-8-galar-hisui/0864_cursola__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
865,Sirfetch'd,sirfetchd,8,Galar-Hisui,fighting,,3,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-8-galar-hisui/0865_sirfetchd__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
866,Mr. Rime,mr-rime,8,Galar-Hisui,ice,psychic,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-8-galar-hisui/0866_mr-rime__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
867,Runerigus,runerigus,8,Galar-Hisui,ground,ghost,3,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-8-galar-hisui/0867_runerigus__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
868,Milcery,milcery,8,Galar-Hisui,fairy,,2,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-8-galar-hisui/0868_milcery__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
869,Alcremie,alcremie,8,Galar-Hisui,fairy,,3,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-8-galar-hisui/0869_alcremie__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
870,Falinks,falinks,8,Galar-Hisui,fighting,,2,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-8-galar-hisui/0870_falinks__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
871,Pincurchin,pincurchin,8,Galar-Hisui,electric,,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-8-galar-hisui/0871_pincurchin__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
872,Snom,snom,8,Galar-Hisui,ice,bug,2,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-8-galar-hisui/0872_snom__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
873,Frosmoth,frosmoth,8,Galar-Hisui,ice,bug,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-8-galar-hisui/0873_frosmoth__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
874,Stonjourner,stonjourner,8,Galar-Hisui,rock,,2,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-8-galar-hisui/0874_stonjourner__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
875,Eiscue,eiscue,8,Galar-Hisui,ice,,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-8-galar-hisui/0875_eiscue__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
876,Indeedee,indeedee,8,Galar-Hisui,psychic,normal,2,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-8-galar-hisui/0876_indeedee__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
877,Morpeko,morpeko,8,Galar-Hisui,electric,dark,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-8-galar-hisui/0877_morpeko__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
878,Cufant,cufant,8,Galar-Hisui,steel,,2,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-8-galar-hisui/0878_cufant__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
879,Copperajah,copperajah,8,Galar-Hisui,steel,,3,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-8-galar-hisui/0879_copperajah__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
880,Dracozolt,dracozolt,8,Galar-Hisui,electric,dragon,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-8-galar-hisui/0880_dracozolt__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
881,Arctozolt,arctozolt,8,Galar-Hisui,electric,ice,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-8-galar-hisui/0881_arctozolt__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
882,Dracovish,dracovish,8,Galar-Hisui,water,dragon,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-8-galar-hisui/0882_dracovish__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
883,Arctovish,arctovish,8,Galar-Hisui,water,ice,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-8-galar-hisui/0883_arctovish__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
884,Duraludon,duraludon,8,Galar-Hisui,steel,dragon,3,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-8-galar-hisui/0884_duraludon__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
885,Dreepy,dreepy,8,Galar-Hisui,dragon,ghost,1,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-8-galar-hisui/0885_dreepy__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
886,Drakloak,drakloak,8,Galar-Hisui,dragon,ghost,2,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-8-galar-hisui/0886_drakloak__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
887,Dragapult,dragapult,8,Galar-Hisui,dragon,ghost,3,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-8-galar-hisui/0887_dragapult__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
888,Zacian,zacian,8,Galar-Hisui,fairy,,4,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-8-galar-hisui/0888_zacian__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
889,Zamazenta,zamazenta,8,Galar-Hisui,fighting,,4,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-8-galar-hisui/0889_zamazenta__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
890,Eternatus,eternatus,8,Galar-Hisui,poison,dragon,4,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-8-galar-hisui/0890_eternatus__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
891,Kubfu,kubfu,8,Galar-Hisui,fighting,,4,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-8-galar-hisui/0891_kubfu__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
892,Urshifu,urshifu,8,Galar-Hisui,fighting,dark,4,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-8-galar-hisui/0892_urshifu__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
893,Zarude,zarude,8,Galar-Hisui,dark,grass,4,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-8-galar-hisui/0893_zarude__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
894,Regieleki,regieleki,8,Galar-Hisui,electric,,4,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-8-galar-hisui/0894_regieleki__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
895,Regidrago,regidrago,8,Galar-Hisui,dragon,,4,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-8-galar-hisui/0895_regidrago__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
896,Glastrier,glastrier,8,Galar-Hisui,ice,,4,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-8-galar-hisui/0896_glastrier__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
897,Spectrier,spectrier,8,Galar-Hisui,ghost,,4,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-8-galar-hisui/0897_spectrier__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
898,Calyrex,calyrex,8,Galar-Hisui,psychic,grass,4,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-8-galar-hisui/0898_calyrex__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
899,Wyrdeer,wyrdeer,8,Galar-Hisui,normal,psychic,1,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-8-galar-hisui/0899_wyrdeer__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
900,Kleavor,kleavor,8,Galar-Hisui,bug,rock,1,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-8-galar-hisui/0900_kleavor__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
901,Ursaluna,ursaluna,8,Galar-Hisui,ground,normal,1,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-8-galar-hisui/0901_ursaluna__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
902,Basculegion,basculegion,8,Galar-Hisui,water,ghost,1,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-8-galar-hisui/0902_basculegion__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
903,Sneasler,sneasler,8,Galar-Hisui,poison,fighting,1,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-8-galar-hisui/0903_sneasler__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
904,Overqwil,overqwil,8,Galar-Hisui,poison,dark,1,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-8-galar-hisui/0904_overqwil__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
905,Enamorus,enamorus,8,Galar-Hisui,fairy,flying,4,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-8-galar-hisui/0905_enamorus__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
906,Sprigatito,sprigatito,9,Paldea-Kitakami-Blueberry,grass,,1,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0906_sprigatito__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
907,Floragato,floragato,9,Paldea-Kitakami-Blueberry,grass,,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0907_floragato__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
908,Meowscarada,meowscarada,9,Paldea-Kitakami-Blueberry,grass,dark,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0908_meowscarada__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
909,Fuecoco,fuecoco,9,Paldea-Kitakami-Blueberry,fire,,1,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0909_fuecoco__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
910,Crocalor,crocalor,9,Paldea-Kitakami-Blueberry,fire,,2,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0910_crocalor__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
911,Skeledirge,skeledirge,9,Paldea-Kitakami-Blueberry,fire,ghost,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0911_skeledirge__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
912,Quaxly,quaxly,9,Paldea-Kitakami-Blueberry,water,,1,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0912_quaxly__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
913,Quaxwell,quaxwell,9,Paldea-Kitakami-Blueberry,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0913_quaxwell__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
914,Quaquaval,quaquaval,9,Paldea-Kitakami-Blueberry,water,fighting,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0914_quaquaval__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
915,Lechonk,lechonk,9,Paldea-Kitakami-Blueberry,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0915_lechonk__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
916,Oinkologne,oinkologne,9,Paldea-Kitakami-Blueberry,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0916_oinkologne__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
917,Tarountula,tarountula,9,Paldea-Kitakami-Blueberry,bug,,1,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0917_tarountula__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
918,Spidops,spidops,9,Paldea-Kitakami-Blueberry,bug,,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-9-paldea-kitakami-blueberry/0918_spidops__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
