index,move_name,move_slug,inferred_type,source_zip,source_file,source_bytes,compressed_file,compressed_bytes,compressed_duration_seconds
746,Sheer Cold,sheer-cold,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sheer Cold.mp3,249182,attack-move-sfx-compressed/normal/sheer-cold.ogg,2723,1.157
747,Shell Smash,shell-smash,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Shell Smash.mp3,201118,attack-move-sfx-compressed/normal/shell-smash.ogg,2755,1.157
748,Shell Trap part 1,shell-trap-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Shell Trap part 1.mp3,205863,attack-move-sfx-compressed/normal/shell-trap-part-1.ogg,2764,1.157
749,Shell Trap part 2,shell-trap-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Shell Trap part 2.mp3,210534,attack-move-sfx-compressed/normal/shell-trap-part-2.ogg,2809,1.157
750,Shell Trap,shell-trap,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Shell Trap.mp3,327549,attack-move-sfx-compressed/normal/shell-trap.ogg,2765,1.157
751,Shift Gear,shift-gear,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Shift Gear.mp3,220969,attack-move-sfx-compressed/normal/shift-gear.ogg,2811,1.157
752,Shock Wave,shock-wave,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Shock Wave.mp3,208431,attack-move-sfx-compressed/normal/shock-wave.ogg,2782,1.157
753,Shore Up part 1,shore-up-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Shore Up part 1.mp3,211575,attack-move-sfx-compressed/normal/shore-up-part-1.ogg,2796,1.157
754,Shore Up,shore-up,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Shore Up.mp3,300378,attack-move-sfx-compressed/normal/shore-up.ogg,2812,1.157
755,Signal Beam,signal-beam,bug,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Signal Beam.mp3,215747,attack-move-sfx-compressed/bug/signal-beam.ogg,2767,1.157
756,Silver Wind,silver-wind,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Silver Wind.mp3,231420,attack-move-sfx-compressed/normal/silver-wind.ogg,2868,1.157
757,Simple Beam part 1,simple-beam-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Simple Beam part 1.mp3,235614,attack-move-sfx-compressed/normal/simple-beam-part-1.ogg,2862,1.157
758,Simple Beam,simple-beam,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Simple Beam.mp3,286800,attack-move-sfx-compressed/normal/simple-beam.ogg,2880,1.157
759,Sing part 1,sing-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sing part 1.mp3,195894,attack-move-sfx-compressed/normal/sing-part-1.ogg,3376,1.157
760,Sing,sing,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sing.mp3,308729,attack-move-sfx-compressed/normal/sing.ogg,3387,1.157
761,Sinister Arrow Raid part 1,sinister-arrow-raid-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sinister Arrow Raid part 1.mp3,159352,attack-move-sfx-compressed/normal/sinister-arrow-raid-part-1.ogg,3163,1.157
762,Sinister Arrow Raid part 2,sinister-arrow-raid-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sinister Arrow Raid part 2.mp3,378781,attack-move-sfx-compressed/normal/sinister-arrow-raid-part-2.ogg,2859,1.157
763,Sinister Arrow Raid part 3,sinister-arrow-raid-part-3,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sinister Arrow Raid part 3.mp3,769573,attack-move-sfx-compressed/normal/sinister-arrow-raid-part-3.ogg,2941,1.157
764,Sinister Arrow Raid,sinister-arrow-raid,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sinister Arrow Raid.mp3,1114375,attack-move-sfx-compressed/normal/sinister-arrow-raid.ogg,3174,1.157
765,Sketch part 1,sketch-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sketch part 1.mp3,190673,attack-move-sfx-compressed/normal/sketch-part-1.ogg,3397,1.157
766,Sketch part 2,sketch-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sketch part 2.mp3,166641,attack-move-sfx-compressed/normal/sketch-part-2.ogg,2659,1.157
767,Sketch,sketch,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sketch.mp3,260667,attack-move-sfx-compressed/normal/sketch.ogg,3484,1.157
768,Skill Swap part 1,skill-swap-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Skill Swap part 1.mp3,190681,attack-move-sfx-compressed/normal/skill-swap-part-1.ogg,2761,1.157
769,Skill Swap,skill-swap,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Skill Swap.mp3,392333,attack-move-sfx-compressed/normal/skill-swap.ogg,2757,1.157
770,Skull Bash part 1,skull-bash-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Skull Bash part 1.mp3,179187,attack-move-sfx-compressed/normal/skull-bash-part-1.ogg,2695,1.157
771,Skull Bash part 2,skull-bash-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Skull Bash part 2.mp3,211579,attack-move-sfx-compressed/normal/skull-bash-part-2.ogg,2794,1.157
772,Skull Bash,skull-bash,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Skull Bash.mp3,287365,attack-move-sfx-compressed/normal/skull-bash.ogg,2682,1.157
773,Sky Attack part 1,sky-attack-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sky Attack part 1.mp3,274273,attack-move-sfx-compressed/normal/sky-attack-part-1.ogg,2803,1.157
774,Sky Attack part 2,sky-attack-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sky Attack part 2.mp3,246061,attack-move-sfx-compressed/normal/sky-attack-part-2.ogg,2873,1.157
775,Sky Attack,sky-attack,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sky Attack.mp3,422635,attack-move-sfx-compressed/normal/sky-attack.ogg,2800,1.157
776,Sky Drop part 1,sky-drop-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sky Drop part 1.mp3,239788,attack-move-sfx-compressed/normal/sky-drop-part-1.ogg,2599,1.157
777,Sky Drop part 2,sky-drop-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sky Drop part 2.mp3,228294,attack-move-sfx-compressed/normal/sky-drop-part-2.ogg,2997,1.157
778,Sky Drop,sky-drop,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sky Drop.mp3,370386,attack-move-sfx-compressed/normal/sky-drop.ogg,2631,1.157
779,Sky Uppercut,sky-uppercut,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sky Uppercut.mp3,209479,attack-move-sfx-compressed/normal/sky-uppercut.ogg,2982,1.157
780,Slack Off part 1,slack-off-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Slack Off part 1.mp3,192769,attack-move-sfx-compressed/normal/slack-off-part-1.ogg,2792,1.157
781,Slack Off,slack-off,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Slack Off.mp3,287841,attack-move-sfx-compressed/normal/slack-off.ogg,2822,1.157
782,Slam,slam,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Slam.mp3,178117,attack-move-sfx-compressed/normal/slam.ogg,2792,1.157
783,Slash,slash,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Slash.mp3,179163,attack-move-sfx-compressed/normal/slash.ogg,2678,1.157
784,Sleep Powder part 1,sleep-powder-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sleep Powder part 1.mp3,204269,attack-move-sfx-compressed/normal/sleep-powder-part-1.ogg,2793,1.157
785,Sleep Powder,sleep-powder,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sleep Powder.mp3,264859,attack-move-sfx-compressed/normal/sleep-powder.ogg,2806,1.157
786,Sleep Talk,sleep-talk,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sleep Talk.mp3,169769,attack-move-sfx-compressed/normal/sleep-talk.ogg,2793,1.157
787,Sludge Bomb,sludge-bomb,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sludge Bomb.mp3,197984,attack-move-sfx-compressed/poison/sludge-bomb.ogg,2794,1.157
788,Sludge Wave,sludge-wave,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sludge Wave.mp3,271126,attack-move-sfx-compressed/poison/sludge-wave.ogg,2740,1.157
789,Sludge,sludge,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sludge.mp3,202153,attack-move-sfx-compressed/poison/sludge.ogg,2756,1.157
790,Smack Down,smack-down,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Smack Down.mp3,230373,attack-move-sfx-compressed/normal/smack-down.ogg,2754,1.157
791,Smart Strike part 1,smart-strike-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Smart Strike part 1.mp3,170832,attack-move-sfx-compressed/normal/smart-strike-part-1.ogg,2865,1.157
792,Smart Strike part 2,smart-strike-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Smart Strike part 2.mp3,172922,attack-move-sfx-compressed/normal/smart-strike-part-2.ogg,2749,1.157
793,Smart Strike,smart-strike,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Smart Strike.mp3,247096,attack-move-sfx-compressed/normal/smart-strike.ogg,2845,1.157
794,Smelling Salts,smelling-salts,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Smelling Salts.mp3,138430,attack-move-sfx-compressed/normal/smelling-salts.ogg,2014,0.935
795,Smog,smog,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Smog.mp3,207374,attack-move-sfx-compressed/normal/smog.ogg,2774,1.157
796,Smokescreen,smokescreen,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Smokescreen.mp3,189624,attack-move-sfx-compressed/normal/smokescreen.ogg,2789,1.157
797,Snarl,snarl,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Snarl.mp3,191702,attack-move-sfx-compressed/normal/snarl.ogg,2759,1.157
798,Snatch,snatch,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Snatch.mp3,187525,attack-move-sfx-compressed/normal/snatch.ogg,2865,1.157
799,Snore,snore,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Snore.mp3,218870,attack-move-sfx-compressed/normal/snore.ogg,2809,1.157
800,Soak,soak,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Soak.mp3,258574,attack-move-sfx-compressed/normal/soak.ogg,2799,1.157
801,Soft-Boiled,soft-boiled,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Soft-Boiled.mp3,300384,attack-move-sfx-compressed/normal/soft-boiled.ogg,2449,1.157
802,Solar Beam part 1,solar-beam-part-1,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Solar Beam part 1.mp3,177098,attack-move-sfx-compressed/grass/solar-beam-part-1.ogg,2992,1.157
803,Solar Beam part 2,solar-beam-part-2,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Solar Beam part 2.mp3,376673,attack-move-sfx-compressed/grass/solar-beam-part-2.ogg,2805,1.157
804,Solar Beam,solar-beam,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Solar Beam.mp3,456071,attack-move-sfx-compressed/grass/solar-beam.ogg,2993,1.157
805,Solar Blade part 1,solar-blade-part-1,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Solar Blade part 1.mp3,182324,attack-move-sfx-compressed/grass/solar-blade-part-1.ogg,2945,1.157
806,Solar Blade part 2,solar-blade-part-2,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Solar Blade part 2.mp3,351598,attack-move-sfx-compressed/grass/solar-blade-part-2.ogg,2787,1.157
807,Solar Blade,solar-blade,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Solar Blade.mp3,437265,attack-move-sfx-compressed/grass/solar-blade.ogg,2946,1.157
808,Sonic Boom,sonic-boom,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sonic Boom.mp3,183353,attack-move-sfx-compressed/normal/sonic-boom.ogg,2750,1.157
809,Soul-Stealing 7-Star Strike part 1,soul-stealing-7-star-strike-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Soul-Stealing 7-Star Strike part 1.mp3,159368,attack-move-sfx-compressed/normal/soul-stealing-7-star-strike-part-1.ogg,3127,1.157
810,Soul-Stealing 7-Star Strike part 2,soul-stealing-7-star-strike-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Soul-Stealing 7-Star Strike part 2.mp3,393426,attack-move-sfx-compressed/normal/soul-stealing-7-star-strike-part-2.ogg,2857,1.157
811,Soul-Stealing 7-Star Strike part 3,soul-stealing-7-star-strike-part-3,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Soul-Stealing 7-Star Strike part 3.mp3,770634,attack-move-sfx-compressed/normal/soul-stealing-7-star-strike-part-3.ogg,2712,1.157
812,Soul-Stealing 7-Star Strike,soul-stealing-7-star-strike,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Soul-Stealing 7-Star Strike.mp3,1129020,attack-move-sfx-compressed/normal/soul-stealing-7-star-strike.ogg,3134,1.157
813,Spacial Rend part 1,spacial-rend-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spacial Rend part 1.mp3,181281,attack-move-sfx-compressed/normal/spacial-rend-part-1.ogg,2818,1.157
814,Spacial Rend part 2,spacial-rend-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spacial Rend part 2.mp3,222032,attack-move-sfx-compressed/normal/spacial-rend-part-2.ogg,2680,1.157
815,Spacial Rend,spacial-rend,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spacial Rend.mp3,306655,attack-move-sfx-compressed/normal/spacial-rend.ogg,2789,1.157
816,Spark,spark,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spark.mp3,193792,attack-move-sfx-compressed/electric/spark.ogg,2762,1.157
817,Sparkling Aria,sparkling-aria,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sparkling Aria.mp3,334871,attack-move-sfx-compressed/electric/sparkling-aria.ogg,2865,1.157
818,Spectral Thief,spectral-thief,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spectral Thief.mp3,260683,attack-move-sfx-compressed/dark/spectral-thief.ogg,2781,1.157
819,Speed Swap,speed-swap,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Speed Swap.mp3,205296,attack-move-sfx-compressed/normal/speed-swap.ogg,2665,1.157
820,Spider Web,spider-web,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spider Web.mp3,257541,attack-move-sfx-compressed/normal/spider-web.ogg,2900,1.157
821,Spike Cannon 1hit,spike-cannon-1hit,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spike Cannon 1hit.mp3,152020,attack-move-sfx-compressed/normal/spike-cannon-1hit.ogg,2693,1.157
822,Spike Cannon 2hits,spike-cannon-2hits,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spike Cannon 2hits.mp3,242928,attack-move-sfx-compressed/normal/spike-cannon-2hits.ogg,2698,1.157
823,Spikes,spikes,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spikes.mp3,214692,attack-move-sfx-compressed/normal/spikes.ogg,2405,1.157
824,Spiky Shield,spiky-shield,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spiky Shield.mp3,146786,attack-move-sfx-compressed/normal/spiky-shield.ogg,2447,1.135
825,Spirit Shackle,spirit-shackle,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spirit Shackle.mp3,313973,attack-move-sfx-compressed/normal/spirit-shackle.ogg,2797,1.157
826,Spit Up,spit-up,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spit Up.mp3,190661,attack-move-sfx-compressed/normal/spit-up.ogg,2736,1.157
827,Spite,spite,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spite.mp3,298282,attack-move-sfx-compressed/normal/spite.ogg,2720,1.157
828,Splash,splash,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Splash.mp3,167672,attack-move-sfx-compressed/normal/splash.ogg,2624,1.157
829,Splintered Stormshards part 1,splintered-stormshards-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Splintered Stormshards part 1.mp3,163538,attack-move-sfx-compressed/normal/splintered-stormshards-part-1.ogg,3234,1.157
830,Splintered Stormshards part 2,splintered-stormshards-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Splintered Stormshards part 2.mp3,390281,attack-move-sfx-compressed/normal/splintered-stormshards-part-2.ogg,2792,1.157
831,Splintered Stormshards part 3,splintered-stormshards-part-3,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Splintered Stormshards part 3.mp3,1126934,attack-move-sfx-compressed/normal/splintered-stormshards-part-3.ogg,2853,1.157
832,Splintered Stormshards,splintered-stormshards,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Splintered Stormshards.mp3,1486365,attack-move-sfx-compressed/normal/splintered-stormshards.ogg,3250,1.157
833,Spore part 1,spore-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spore part 1.mp3,216794,attack-move-sfx-compressed/normal/spore-part-1.ogg,2315,1.157
834,Spore,spore,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spore.mp3,277384,attack-move-sfx-compressed/normal/spore.ogg,2304,1.157
835,Spotlight,spotlight,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Spotlight.mp3,258584,attack-move-sfx-compressed/normal/spotlight.ogg,2792,1.157
836,Stat Fall Down,stat-fall-down,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Stat Fall Down.mp3,187541,attack-move-sfx-compressed/normal/stat-fall-down.ogg,2854,1.157
837,Stat Rise Up,stat-rise-up,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Stat Rise Up.mp3,177088,attack-move-sfx-compressed/normal/stat-rise-up.ogg,2813,1.157
838,Status Burned,status-burned,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Status Burned.mp3,127979,attack-move-sfx-compressed/fire/status-burned.ogg,1644,0.771
839,Status Confused,status-confused,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Status Confused.mp3,170824,attack-move-sfx-compressed/normal/status-confused.ogg,1872,1.157
840,Status Frozen,status-frozen,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Status Frozen.mp3,143653,attack-move-sfx-compressed/normal/status-frozen.ogg,2387,1.043
841,Status Paralyzed,status-paralyzed,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Status Paralyzed.mp3,170826,attack-move-sfx-compressed/normal/status-paralyzed.ogg,2754,1.157
842,Status Poisoned,status-poisoned,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Status Poisoned.mp3,177094,attack-move-sfx-compressed/poison/status-poisoned.ogg,2845,1.157
843,Status Sleep,status-sleep,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Status Sleep.mp3,161414,attack-move-sfx-compressed/normal/status-sleep.ogg,2531,1.157
844,Stealth Rock,stealth-rock,rock,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Stealth Rock.mp3,209479,attack-move-sfx-compressed/rock/stealth-rock.ogg,2758,1.157
845,Steam Eruption,steam-eruption,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Steam Eruption.mp3,309794,attack-move-sfx-compressed/normal/steam-eruption.ogg,2764,1.157
846,Steamroller,steamroller,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Steamroller.mp3,225151,attack-move-sfx-compressed/normal/steamroller.ogg,2756,1.157
847,Steel Wing,steel-wing,steel,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Steel Wing.mp3,212610,attack-move-sfx-compressed/steel/steel-wing.ogg,2732,1.157
848,Sticky Web,sticky-web,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Sticky Web.mp3,208431,attack-move-sfx-compressed/normal/sticky-web.ogg,2970,1.157
849,Stockpile,stockpile,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Stockpile.mp3,189620,attack-move-sfx-compressed/normal/stockpile.ogg,2732,1.157
850,Stoked Sparksurfer part 1,stoked-sparksurfer-part-1,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Stoked Sparksurfer part 1.mp3,162485,attack-move-sfx-compressed/electric/stoked-sparksurfer-part-1.ogg,3249,1.157
851,Stoked Sparksurfer part 2,stoked-sparksurfer-part-2,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Stoked Sparksurfer part 2.mp3,372510,attack-move-sfx-compressed/electric/stoked-sparksurfer-part-2.ogg,3143,1.157
852,Stoked Sparksurfer part 3,stoked-sparksurfer-part-3,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Stoked Sparksurfer part 3.mp3,698518,attack-move-sfx-compressed/electric/stoked-sparksurfer-part-3.ogg,2033,1.157
853,Stoked Sparksurfer,stoked-sparksurfer,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Stoked Sparksurfer.mp3,1039140,attack-move-sfx-compressed/electric/stoked-sparksurfer.ogg,3247,1.157
